verse,line,category,source,text
31,17,Jewish Thought,Derush Chiddushei HaLevanah 6:1:6,"According to my understanding, [there is a correlation between these verses]. Our Sages state (Berachos 40a.)  that “the fruit of the Tree of Knowledge” that Adam ate was wheat, because knowledge is dependent on grain. [The Sages derive this from the fact that] an infant does not acquire knowledge until he partakes of bread. Thus, when “infants ask for bread” and thereby gain knowledge and begin to speak, that is the age at which (Sukkah 42a.)  “a father is obligated to teach his son the verse, ‘The Torah Moshe commanded us…’ (Devarim 33:4.)  and the first verse of the Shema.” Hence, eating grain generates the possibility that, “Out of the mouths of babes and sucklings, You established strength.” This verse uses the word oz for strength. Oz refers to the Torah, as our Sages state,  (Midrash Tehillim 8:4.)  “The [sole] meaning of oz, ‘strength,’ is Torah.”Olelim are young children who have enough intelligence to be able to ask for bread. Similarly, the term yonkim is used to refer to children who study Torah, as stated in the several places in the Talmud, e.g. (Chagigah 15a, b. See also Gittin 56a, 68a, and Chulin 98b for other examples where yanuka refers to an older child.)  “He said to the child (yanuka), ‘Tell me the verse you are studying.’” “Out of the mouths” [of such children] – i.e., because of their Torah observance – “strength is established” for God to disrupt the celestial order [in favor of the Jewish people. Conversely, when the Jews] neglect [Torah observance], God vows, (Devarim 31:17.)  “I will hide My face from them, and they will be consumed,” i.e., the fate [of the Jews] will be given over to the natural order."
31,18,Talmud,Chullin 139b:12,"They also asked Rav Mattana: From where in the Torah can one find an allusion to the events involving Esther? He replied to them that the verse states: “Then My anger shall be kindled against them on that day, and I will forsake them, and I will hide My face from them, and they shall be devoured, and many evils and troubles shall come upon them; so that they will say in that day: Have not these evils come upon us because our God is not among us? And I will hide [haster astir] My face on that day for all the evil which they shall have wrought, in that they are turned to other gods” (Deuteronomy 31:17–18). They also asked him: From where in the Torah can one find an allusion to the greatness bestowed upon Mordecai? He replied: As it is written with regard to the anointing oil in the Tabernacle: “And you shall also take the chief spices, of flowing myrrh [mor deror]” (Exodus 30:23); and we translate mor deror into Aramaic as: Mira dakhya, which resembles the name Mordecai."
31,17,Jewish Thought,Akeidat Yitzchak 24:1:9,"To come back to the Midrash quoted at the beginning, when man's eyesight is perfect, he makes few errors in perception. Denial of physical health does not originate in heaven. On the contrary, heaven helps in the attainment of perfect health. Therefore, since failing health is usually the result of some moral failure, the deterioration in Isaac's eyesight seems doubly baffling. When someone looks into the king's bedchamber accidentally, observing the most intimate aspects of the king's private life, such a person may become a source of major embarassment to the king. If the person in question happens to be an average citizen, the king might have him executed to save himself future embarassment. If he is the king's son, however, the king may prefer to shutter the son's windows rather than to execute him. At the time of the akeydah, Isaac had become privy to some of G-d’s secrets while he was lying bound on the altar. Afraid that what Isaac had seen might become a source of future embarassment, and to help Isaac avoid making fatal mistakes in the use of his eyes, G-d decided to shutter his ""windows,"" as it were. When Moses complained about his speech defect, using it as an excuse to decline the role of leader of the Jewish people, G-d countered by saying, ""Who gave man a mouth?"" (Exodus 4,11). This means that imperfections in man's physical attributes do not occur through oversight on the part of G-d, but on the contrary; since they are the results of G-d’s actions, they serve a constructive purpose, even though that purpose may not yet have been recognized by the person suffering the handicap. "
31,17,Jewish Thought,Akeidat Yitzchak 37:1:9,"At this point, the author discusses 12 symbolisms in connection with the moon's behavior, linking these to the twelve tribes of the Jewish people. The list is omitted in the interest of brevity. A different way of looking at the aggadah in Chullin 60 is this: Israel (moon) complained against Esau (sun) that it is impossible for both to wear the crown of spiritual success. The difference in their essence makes that impossible. G-d’s suggestion to the moon then was that the moon give up some of its claim to glory in this world, so as to merit the crown of success in the world to come. G-d’s message was that Jews could not expect to be both spiritually and materially successful in the present world as well as in the world to come. When the moon wanted to know why this was impossible, G-d said in effect, ""Go ahead and try."" Although a few Jews succeeded, it became clear that whatever measure of success they did attain, was viewed by the world as essentially belonging to the realm of the material world. They were not credited with being different from other gentiles. So G-d told the moon that in that case it must find its satisfaction in the recognition it would obtain in the eyes of the Almighty. Although it is true that the sun too, plays a part in calendar calculation, since the righteous achieve their status by claiming smallness, it behooves the moon to act likewise. Success in this world, though sometimes forthcoming, cannot be guaranteed; but to try for it with any chance of success, one must be prepared to be humble and unassuming. Proof that the Almighty Himself was not totally happy with the need to advise this path, is provided by the fact that He requested the he-goat offering as an act of atonement for having made this demand on the Jewish people. If we consider all the sufferings undergone by the Jewish people despite the fact that they were persuaded by G-d to reduce their claim to the enticements this world has to offer, imagine what greater suffering would have been in store for us had we not voluntarily agreed to this contraction in size. To sum up then, our Parshah has a threefold purpose: 1) To debunk theories about the moon that are idolatrous. 2) To rebut the argument about the accidental nature of the universe. 3) To strengthen Jewish faith in the ultimate fulfilment of our hopes. "
31,17,Kabbalah,Da'at Tevunot 108:1,"Said the Intellect - In the text it is written (Psalms 30:8) ""G-d with your will you raised me up like a mighty mountain, when you hid Your face, I was afraid."", (Psalms 104:29), ""When you turn your countenance they fear...""; and Moshe our teacher peace upon him already said (Deuteronomy 31:17) ""...and hid my countenance from them and they will be for consumption..."" And this, is because the good - the Holy One blessed is he literally makes it with his G-dly emanation of good, but the negativity is not other than the absence of his G-dly emanation and its nullification, whether minimal or substantial. For the G-dly emanation of the good comes through every rectification which is needed for the good of the object of the G-dly emanation, and if the G-dly emanation were nullified and absent entirely - this would be nullification for the object of the G-dly emanation, complete nullification, but if the G-dly emanation is not completely nullified, but if some conditions of its completeness are nullified and absent - there will be a deficiency in the object of the G-dly emanation, but not complete nullification. By way of example, the G-dly emanation of existence and life if it comes complete with all of the good preparations, then the object of the G-dly emanation will be alive and healthy; and if it were to be nullified completely - the object of this G-dly emanation would die. But if it were not completely nullified, but its preparations were absent and the conditions of its completion, this object of G-dly emanation would not die, but would be side and live a life of affliction, and this is straightforward. And it comes out, that we cannot say that the good and the negative are two G-dly emanations, like you thought, rather they are consequences of the G-dly emanation or its absence in total or in part:"
31,17,Commentary,"Bekhor Shor, Deuteronomy 31:17:1-3","And I will conceal My Face from them this is the way of affection, like a person whose child has sinned agains them and they said to the child's teacher to strike them - they can't bring themselves to look at their child being beaten, because they take pity on them, and they hide their face. Many evils and troubles Evils which are made troubles to one another, like being stung by a hornet and a scorpion (Chagiga 5a) - cooling drugs are good for hornet stings, heating ones for scorpion stings, and the reverse is deadly. And if a hornet and a scorpion bite a person, they will be scared to come in the cold to be healed from the hornet because it's dangerous for the scorpion sting, and to come in the heat because of the horney sting, and they won't know what to do. So too the troubles of Israel in exile - when a nation oppresses them, they are scared to accept it lest they hate them, and if they don't accept it they will become accustomed to do this. Is it not because my God is not in my midst that these evils have found me? since I have sinned and I have caused the Shechina to be separated from me, these troubles have come upon me."
31,18,Quoting Commentary,"Covenant and Conversation; Deuteronomy; Renewal of the Sinai Covenant, Ki Tavo, The Blessing and the Curse 19","On that day I will become angry with them and forsake them; I will hide My face from them, and they will be destroyed. Many disasters and difficulties will come upon them, and on that day they will ask, “Have not these disasters come upon us because our God is not with us?” And I will certainly hide My face on that day… (Deut. 31:17–18)"
31,17,Chasidut,"Ba'al Shem Tov, Vayeilech 2:1","Then My anger shall bun against them on that day, and I will forsake them, and I will hide My face from them, and they shall be devoured… (Deuteronomy 31:17) The Baal Shem Tov told a parable: A king once ordered [his servant] to strike and punish his son, the prince, for sinning. However, as long as the king was watching, the servant was too scared to do anything – despite the fact that the king had commanded him. What did the king do? He hid his face so as not to look. Then the servant was able to strike the son, until he repented and cried out to his father. So too, as long as G-d looks over His children Israel, the Forces of Judgment cannot affect them. For we are called children of Hashem. Thus it says: “I will hide My face from them, and they shall be devoured.” Rav Yibei, Tehilim 17"
31,18,Jewish Thought,"Crisis and Covenant; Jewish Thought after the Holocaust, Chapter 2; The Valley of the Shadow 45","Yet another dimension of Jewish thought spoke about the divine withdrawal from history not as a timeless feature of human freedom but as a specific phase in the history of the covenant. The Torah speaks of the “hiding of the face” of God. But it does so in a particular context, namely the exile of Jews from their land. From the opening chapters of Genesis to the closing speeches of Deuteronomy, human transgression is seen in terms of dislocation, moral and physical. Adam and Eve are exiled from Eden. Moses warns that if the children of Israel sin they too will be exiled. This in turn deepens the alienation between man and God, until man experiences God in His absence, not His presence. “Then My anger shall be kindled against them in that day, and I will forsake them and I will hide My face from them, and they shall be devoured, and many evils and troubles shall come upon them, so that they will say in that day: ‘Are not these evils come upon us because our God is not among us?’ And I will surely hide My face in that day…” (Deuteronomy 31:17–18.) "
31,17,Jewish Thought,"Crisis and Covenant; Jewish Thought after the Holocaust, Chapter 3; Israel; Between Exile and Redemption 3","Ever since the first century CE the contours of that history had been clear. The Jewish people was, as the liturgy declared, in exile because of its sins. It would one day repent and be forgiven and would return to its land. This vision was already present in the concluding chapters of the book of Deuteronomy. Disobedience to the terms of the covenant would bring about catastrophe. The people would lose their national sovereignty. They would go into captivity, and there suffer indescribable horrors. Eventually they would reflect on their situation and conclude, “Have not these disasters come upon us because our God is not with us?” (Deuteronomy 31:17.)  They would return to God and God would return to them. “Then the Lord your God will bring you back from captivity and have compassion on you and gather you again from all the nations where He scattered you. Even if you have been banished to the most distant land under the heavens, from there the Lord your God will gather you and bring you back.” (Deuteronomy 30:3–4.) "
31,18,Commentary,Ibn Ezra on Deuteronomy 31:18:1,"[AND I WILL SURELY HIDE.] The meaning of And I will surely hide is, if they call Me, I will not answer. Scripture compares God to a person who does not see or know what is happening. It is the custom of Scripture to employ two verbs. (Our verse reads, haster astir (I will surely hide). Literally, hide, I will hide.)  Those who know grammar understand this. (That it is biblical style to employ an infinitive followed by a conjugated verb.) "
31,18,Commentary,Ibn Ezra on Deuteronomy 31:18:2,"IN THAT THEY ARE TURNED. This, (Idol worship.)  as I previously explained, (See I.E. on verse 16.)  is the great evil. There is no evil which tops it."
31,18,Targum,Onkelos Deuteronomy 31:18,"And I will surely conceal My face [remove My Shechinah from them] on that day because of all the wickedness that they did, because they turned to other gods [idols of other nations]."
31,18,Targum,Targum Jonathan on Deuteronomy 31:18,"But I will indeed remove My Shekinah from them at that time, until they have dwindled away, to receive the punishment of their sins for all the evil they have wrought, because they turned themselves after the idols of the nations. 
"
31,18,Commentary,Sforno on Deuteronomy 31:18:1,"ואנכי הסתר אסתיר פני מהם, not as they thought that I was no longer in their midst; wherever they are My presence is with them, as our sages said in Megillah 29 “wherever the Jewish people have been exiled G’d’s presence accompanies them. However, it does not manifest itself by saving them from their oppressor.”"
31,18,Commentary,Sforno on Deuteronomy 31:18:2,"על כל הרעה אשר עשה, Israel had done harm to itself, not G’d."
31,18,Commentary,Sforno on Deuteronomy 31:18:3,"כי פנה אל אלוהים אחרים, while being beset by all of their problems, instead of turning to Me in prayer, supplication and remorse, they chose to pray to idols instead.
"
31,18,Commentary,Or HaChaim on Deuteronomy 31:18:1,"ואנכי הסתר אסתיר פני ביום ההוא, ""But I will surely hide My face on that day, etc."" The difficulty in this verse is that G'd is portrayed as hiding His face after the Israelites have already confessed their sins, and have acknowledged that their troubles were due to G'd having turned His back on them. If all our verse wanted to do was to provide us with the reason why what happened so far had occurred, there is no need for this. We already know that G'd turned His face away as a result of the Israelites flirting with local deities! Moreover, why did Moses repeat the mention of G'd hiding His face, i.e. הסתר אסתיר? Another thing which is puzzling is why Moses used such a long-winded expression as על כל הרעה, followed by כי פנה אל אלוהים אחרים."
31,18,Jewish Thought,"Guide for the Perplexed, Part 1 24:2","Whenever the word “to go” is used in reference to God, it must be taken in this figurative sense, i.e., it applies to incorporeal things, and signifies either the manifestation of something incorporeal, or the withdrawal of the Divine protection, an act corresponding in lifeless beings to the removal of a thing, in living beings to the departure of a living being, “walking.” The withdrawal of God’s protection is called in the Bible “the hiding of God’s countenance,” as in Deuteronomy 31:18, “As for me, I will hide my countenance.” On the same ground it has been designated “going away,” or moving away from a thing. comp. “I will depart and return to my place” (Hos. 5:15)."
31,18,Commentary,"Tur HaArokh, Deuteronomy 31:18:1","ואנכי הסתר אסתיר פני, “but I will increasingly hide My presence, etc.” G’d will hide His face once more, as He had done in verse 17. This is remarkable, as we would have thought that now that the people had attributed their misfortunes to G’d withdrawing from them, G’d should respond by showering them with His loving kindness seeing that they had at least acknowledged the impotence of any other deities. The Torah explains why this is not the next scenario by writing:
"
31,18,Commentary,"Tur HaArokh, Deuteronomy 31:18:2","על כל הרעה אשר עשה, ”on account of all the evil this people have committed.” By having put their faith in idols, G’d had withdrawn His face from them in the first place, as a result of which many misfortunes had befallen them. Now, He must still withdraw His face from them, but not as absolutely as He had done the first, time; this time the withdrawal is only to the extent that the redeemer does not yet come and they will return to their homeland. However, in the meantime, until they confess their guilt completely and show remorse, they will still continue their existence in the Diaspora, without, however, being hounded from one place to another and being exposed to all manner of demeaning insults and degradations. The redemption will not come until the repentance described in 30,2 has become reality.
"
31,18,Guides,"Introductions to the Babylonian Talmud, Megillah, Introduction to Megillah 3","The Purim story took place during the period of exile between the two Temples and is typical of a time of exile: There was a threat to the very existence of the Jewish people due to the arbitrary decision of a foreign ruler. Even the salvation merely removed the threat, but did not substantially change the living conditions of the Jews at that time. Furthermore, both the threat and the salvation came at a time when the Divine Presence was concealed. This is expressed by the Gemara's statement: From where in the Torah is the name Esther derived? As it is stated: “And I will hide [haster astir] My face on that day” (Deuteronomy 31:18)."
31,18,Midrash,Vayikra Rabbah 11:7,"Rabbi Tanḥuma and Rabbi Ḥiyya say, and Rabbi Berekhya in the name of Rabbi Elazar HaModa’i: This midrash came up from the Diaspora in our possession. Wherever it is stated, “it was in the days,” it is nothing other than trouble.   Rabbi Shmuel bar Naḥman says: They are five. “It was in the days of Amrafel” (Genesis 14:1). What was the trouble there? “They waged war, etc.” (Genesis 14:2). This is analogous to the friend of a king who entered a province and, for his sake, the king attended to that province. Barbarians came and confronted him. When they came and confronted him, everyone said: ‘Woe unto us, for the king will not attend to the province the way that he once did.’ So too, Abraham our patriarch, the beloved of the Holy One blessed be He, in whose regard it is written: “[All the families of the earth] shall be blessed in you” (Genesis 12:3). For his sake, the Holy One blessed be He attended to the entire world. The Chaldeans came and confronted him. [People] said: ‘Woe unto us that the Holy One blessed be He will not attend to His world the way that He once did.’ That is what is written: “They returned and came to Ein Mishpat, which is Kadesh” (Genesis 14:7). Rabbi Ḥiyya said: They sought to confront only the eyeball [galgal eino] of the world. (Abraham was as precious to the world as the eyeball is to a person. )  They sought to blind the eye [ayin] that confronted the attribute of justice in the world. (The name Ein Mishpat is interpreted as a reference to eye [ayin] and justice [mishpat]. )  “Which [hi] is Kadesh,” Rabbi Aḥa says: Hu (The word “which” is pronounced hi, but written hey-vav-aleph, such that it can be read hu, which literally means  “he.” is written, [indicating that] it was he who sanctified [kiddesh] the name of the Holy One blessed be He, and descended into the fiery furnace. When the kings came to confront him, they began screaming: Woe, woe [vai, vai]; “it was [vayhi] in the days of Amrafel the king of [Shinar].”  “It was during the days of Aḥaz” (Isaiah 7:1). What trouble was there? “Aram from the east and the Philistines from the west; [they devour Israel with an open mouth]” (Isaiah 9:11). This is analogous to a king who entrusted his son to a steward, but the steward hated him. He said: If I kill him, I will become liable to be executed by the king. Rather, I will withhold his wet nurse from him and he will die on his own. So too, Aḥaz said: If there are no kids, there are no goats, and if there are no goats, there is no flock, and if there is no flock, there is no shepherd, and if there is no shepherd, there is no world. So said Aḥaz: If there are no children, there are no students,17If there are no children at the beginning stages of their studies there will be no students at the intermediate level.  and if there are no students, there are no scholars, if there are no scholars, there is no Torah, if there is no Torah, there are no synagogues and study halls, if there are no synagogues and study halls, the Holy One blessed be He will not rest His Divine Presence in the world. What did he do? He arose and locked all the synagogues and study halls. That is what is written: “Bind the testimony, seal the Torah in my disciples” (Isaiah 8:16).   Rav Huna said in the name of Rabbi Elazar: Why was his name called Aḥaz? Because he seized [aḥaz] the synagogues and study halls. Rabbi Yaakov said in the name of Rabbi Aḥa: You may derive it from this [verse]: “I will wait for the Lord, who conceals His face” (Isaiah 8:17). There was no time that was as grim as this time, in whose regard it is stated: “I will conceal My face on that day” (Deuteronomy 31:18). From that moment “I sought Him” (Isaiah 8:17), as it is written: “As it will not be forgotten from the mouths of their descendants” (Deuteronomy 31:21). What did [Aḥaz] accomplish? “Behold, I and the children whom the Lord gave me [are to become signs and wonders in Israel]” (Isaiah 8:18).18This is stated by the prophet Isaiah. Despite the attempts of Aḥaz, Torah would not be forgotten from Israel.  But were they his children? Were they not merely his students? Rather, it is derived from here that a person’s student is called his son. Once everyone saw that he seized the synagogues and study halls, they began screaming: Woe, woe [vai, vai] – “it was [vayhi] during the days of Aḥaz.”  “It was during the days of Yehoyakim son of Josiah” (Jeremiah 1:3). What was the trouble there? “I saw the land, and behold, it is emptiness and disorder, [and the heavens, and their light is not]” (Jeremiah 4:23). This is analogous to letters of a king that entered a province. In each and every province that his letters would reach, the residents of the province would stand on their feet, bare their heads, and read them with reverence, fear, quaking, and trembling. But when they reached the king’s province, they read them, ripped them, and burned them. That is what is written: “It was, when Yehudi read three columns or four,” (Jeremiah 36:23). When they reached the fifth verse: “Its besiegers are ascendant” (Lamentations 1:5), immediately: “He cut it with a scribe’s razor and cast it into the fire that was in the fireplace” (Jeremiah 36:23). When they saw this, they began screaming: Woe, woe [vai, vai] – “it was [vayhi] during the days of Yehoyakim.”  “It was during the days of Aḥashverosh” (Esther 1:1). What was the trouble there? It was “to destroy, to kill, and to eliminate” (Esther 3:13). This is analogous to a king who had a vineyard and three enemies confronted him. The first began picking unripe grapes, the second began trimming the clusters, and the third began uprooting vines. Pharaoh began picking unripe grapes; that is what is written: “Every son who is born [you shall cast him into the Nile]” (Exodus 1:22). Nebuchadnezzar began trimming the clusters; that is what is written: “And the artisans and the smiths, one thousand” (II Kings 24:16).19This is a reference to the social elites, who were exiled in the exile of Yehoyakhin, eleven years before the destruction of the Temple. Rabbi Berekhya in the name of Rabbi Yehuda and the Rabbi, Rabbi Berekhya in the name of Rabbi Yehuda says: One thousand artisans and one thousand smiths, and the Rabbis say: Both together were one thousand. Rabbi Yehuda ben Rabbi Simon says: These are Torah scholars. Rabbi Shmuel bar Rabbi Yitzḥak says: These are the benefactors. The Rabbis say: These are the counselors. The wicked Haman began uprooting the vines. That is what is written: “To destroy, to kill, and to eliminate” (Esther 3:13). He sought to undermine the foundation of Israel. He sought to purchase every foundation.20A literal translation of the Hebrew is: “He sought to purchase every egg,” meaning to control and extinguish all future potential before it could be developed.  When everyone saw that Aḥashverosh was selling and Haman purchasing, they began screaming: Woe, woe [vai, vai] – “it was [vayhi] during the days of  Aḥashverosh.”  “It was during the days when the judges judged” (Ruth 1:1). What was the trouble there? “There was a famine in the land” (Ruth 1:1). This is analogous to a province that owed a tribute to the king, and the king sent a tax collector to collect it. What did residents of the province do? They arose and hung him and appropriated it from him. They [then] said: ‘Woe unto us when the king becomes aware of these matters, that we did to the emissary of the king what he sought to do to us.’ So too, when one of the people of Israel would do something improper, they would take him to the judge, and what the judge sought to do to the defendant, the defendant would do to the judge. The Holy One blessed be He said: ‘You demean your judges; as you live, I will bring upon you a matter that you are unable to withstand.’ What is that? It is famine, as it is stated: “There was a famine in the land” (Ruth 1:1).  Shimon bar Rav Abba said in the name of Rabbi Yonatan: Wherever [the term] vayhi is stated, it refers to trouble or joy; if trouble, it is unparalleled trouble, if joy, unparalleled joy. Rabbi Yishmael came and suggested a different distinction: Wherever vayhi is stated there is no joy; wherever vehaya is stated, there is no trouble.   They raised an objection: “God said: Let there be light, and there was [vayhi] light” (Genesis 1:3). He said to them: That too, is not joy, as the world was not privileged to utilize that light, as Rabbi Yehuda bar Simon said: With the light that the Holy One blessed be He created on the first day a person could observe and see from one end of the world to the other. When the Holy One blessed be He saw that the actions of the generation of Enosh and the actions of the generation of the Flood were corrupt, He arose and concealed it from them. That is what is written: “The light is withheld from the wicked” (Job 38:15). Where did He conceal it? In the Garden of Eden; that is what is written: “Light is sown for the righteous and joy for the upright” (Psalms 97:11).   They raised an objection: “It was [vayhi] evening [and it was morning, one day]” (Genesis 1:5). He said to them: That, too, is not joy, as everything that was created on the first day is destined to come to an end. That is what is written: “As the heavens will be eroded like smoke and the earth [will be tattered like a garment]” (Isaiah 51:6).  They raised an objection: “It was [vayhi] evening and it was morning, a second day” (Genesis 1:8), [and] third, fourth, fifth, the sixth.21The same phrasing is used in the descriptions of the creation of the third, fourth, fifth and sixth days. See Genesis 1:13, 19, 23, 31. He said to them: That, too, is not joy, as everything that was created during the six days of Creation require completion; wheat requires grinding, mustard requires sweetening, and lupines require sweetening.  They raised an objection: “The Lord was [vayhi] with Joseph and he was a successful man” (Genesis 39:2). He said to them: That, too, is not joy, for as a result, that wicked woman confronted him.  They raised an objection: “It was [vayhi] on the eighth day [Moses summoned Aaron and his sons, and the elders of Israel]” (Leviticus 9:1). He said to them: That, too, was not joy, as on that day, Nadav and Avihu died. They raised an objection: “It was [vayhi] on the day that Moses concluded [erecting the Tabernacle]” (Numbers 7:1). He said to them: That, too, was not joy, as on the day of the Temple’s construction, it was sequestered.22The Tabernacle was not permanent, and was hidden when the Temple was completed.   They raised an objection: “The Lord was [vayhi] with Joshua” (Joshua 6:27). He said to them: That, too, is not joy, as Ya’ir, who was equivalent [in stature] to the majority of the Sanhedrin, was killed. That is what is written: “The men of Ai smote them, approximately thirty-six men” (Joshua 7:5). Thirty-six men is not written, but rather approximately, or like, thirty-six; that is Ya’ir ben Menashe, who was equivalent to the majority of Sanhedrin.   They raised an objection: “David was [vayhi] successful in all his ways” (I Samuel 18:14). He said to them: That, too, is not joy, as it is written there: “Saul was hostile to David” (I Samuel 18:9).  They raised an objection: “It was [vayhi] when the king had settled in his house, and the Lord had given him respite” (II Samuel 7:1). He said to them: That, too, is not joy, as on that day, Natan the prophet came and said to him: “It will not be you who will build [Me] a house” (I Chronicles 17:4).  They said to him: We said ours, now you say yours.23We have stated our objections; now you state the proofs to your position.  He said to them, it is written: “It will be [vehaya] on that day, the mountains will drip with nectar” (Joel 4:18). “It will be [vehaya] on that day, each man shall keep alive a calf of the herd [and two sheep]” (Isaiah 7:21). “It will be [vehaya] on that day that spring water will emerge [from Jerusalem]” (Zechariah 14:8). “He will be [vehaya] like a tree planted near streams of water” (Psalms 1:3). “The remnant of Jacob will be [vehaya] among the nations, [in the midst of many peoples, as a lion among the flocks of sheep]” (Micah 5:7).   They raised an objection to him: “It was [vehaya] when Jerusalem was captured” (Jeremiah 38:28). He said to them: That, too, is not trouble, as on that day, Israel received retribution for its sins, as Rabbi Yishmael ben Rabbi Naḥman said: Israel received great retribution on the day that the Temple was destroyed.24Israel was punished for its sins through the destruction of Jerusalem and the Temple. Were it not for that, the entire populace would have been killed as a result of their sins (Etz Yosef).  That is what is written: “Your sin is completed, daughter of Zion, and He will not continue to exile you” (Lamentations 4:22).) "
